watch_id,user_id,movie_id,watch_date,watch_time_minutes,completion_percentage,liked,recommendation_score
8481,2955,7365,2024-05-09,13,13.26,0,2.41
8482,2151,2718,2025-08-12,44,67.84,0,43.61
8483,8199,5040,2026-03-06,25,25.53,0,24.95
8484,5437,1560,2025-03-09,83,56.78,1,61.14
8485,6916,1052,2020-11-30,163,93.81,1,71.9
8486,7816,4584,2025-12-13,139,89.23,1,71.24
8487,5776,153,2024-01-05,42,49.48,1,51.02
8488,6573,7847,2020-05-03,29,94.13,1,68.04
8489,4677,9692,2022-04-27,69,89.2,1,65.74
8490,4641,7655,2023-05-29,69,67.22,0,45.55
8491,6173,5237,2025-12-24,28,20.12,0,16.43
8492,8269,4061,2025-10-16,164,91.22,1,75.6
8493,9418,4427,2026-05-09,45,35.87,0,24.32
8494,7554,4645,2025-03-13,45,99.38,1,70.99
8495,7448,16,2020-10-27,83,58.97,1,63.32
8496,9381,8089,2024-07-31,58,69.17,1,64.69
8497,390,9925,2024-02-10,38,30.58,0,23.47
8498,2158,7636,2025-05-27,55,32.27,0,21.19
8499,6191,2413,2026-01-03,47,38.74,0,27.52
8500,3327,7167,2021-11-01,29,64.88,1,53.73
8501,8561,3556,2023-03-21,72,41.81,1,36.46
8502,9706,1811,2019-08-16,10,26.84,0,18.83
8503,9731,9886,2020-12-01,1,1.54,0,0
8504,7183,4240,2026-03-06,14,14.66,0,3.27
8505,9340,8895,2023-05-28,3,2.81,1,18.06
8506,3168,6524,2023-11-17,38,49.14,1,53.86
8507,8538,6601,2025-08-15,79,71.85,1,71.82
8508,2777,3838,2024-10-31,42,47.36,0,22.55
8509,4672,1441,2020-06-26,15,11.64,0,14.12
8510,920,5057,2026-06-12,10,10.33,0,9.85
8511,3031,7142,2021-01-19,4,4.19,0,1.86
8512,8776,2765,2026-02-02,22,23.79,1,32.3
8513,9184,6100,2025-07-06,114,78.99,1,61.65
8514,5079,5168,2026-06-22,50,86.22,0,50.87
8515,6331,8817,2026-01-28,3,1.89,0,0
8516,3345,8089,2019-09-15,113,99.19,1,69.99
8517,2614,2094,2026-04-09,25,80.24,1,75.33
8518,4298,9354,2025-02-11,58,92.38,1,76.09
8519,4296,1476,2026-04-06,13,20.2,0,15.88
8520,9107,4289,2023-09-01,109,84.33,0,41.35
8521,5265,3624,2025-07-07,72,73.12,1,56.38
8522,1505,4386,2026-03-23,93,60.75,1,48.01
8523,754,6959,2026-06-24,70,57.7,0,25.69
8524,9237,1857,2025-08-19,51,52.46,1,44.49
8525,7369,6152,2023-09-22,16,23.29,0,14.05
8526,9384,6833,2023-01-02,54,46.53,1,47.75
8527,5779,6169,2023-05-08,78,53.78,1,51.13
8528,1940,4465,2026-06-19,85,75.36,1,59.48
8529,2904,6160,2026-05-07,20,12.91,0,15.36
8530,4806,5508,2026-03-03,148,92.5,1,66.35
8531,3201,7592,2025-01-10,149,86.03,0,55.59
8532,6608,8472,2025-05-31,73,49.91,0,27.88
8533,618,6244,2026-06-06,32,33.65,0,26.83
8534,425,9317,2023-12-10,37,64.54,0,40.84
8535,9504,8010,2022-12-16,18,55.79,1,43.9
8536,4971,3178,2020-03-25,37,41.01,1,49.22
8537,641,398,2024-11-24,9,7.55,0,10.09
8538,5888,7734,2025-07-30,76,48.63,0,31.02
8539,5803,9968,2024-09-21,77,42.77,0,27.4
8540,4146,7802,2025-05-07,103,63.17,1,57.06
8541,5241,2165,2025-07-15,3,2.3,0,7.57
8542,3808,6789,2025-02-16,45,30.86,1,41.26
8543,1968,2263,2024-10-25,138,82.7,1,66.52
8544,7182,6366,2025-03-10,34,46.39,1,53.06
8545,2553,5196,2026-04-10,27,70.19,1,70.91
8546,4470,4447,2025-05-27,10,8.6,0,12.41
8547,3380,8790,2019-05-28,12,30.18,0,23.35
8548,2854,4645,2025-09-10,21,43.67,0,16.21
8549,3403,700,2026-04-14,113,97.1,1,77.43
8550,5633,6604,2026-04-09,29,39.14,1,49.07
8551,6859,6853,2023-09-07,60,36.88,0,28.16
8552,1107,9708,2026-04-11,43,63.68,1,62.15
8553,2675,1694,2024-07-09,16,10.52,0,15.8
8554,4177,3904,2025-11-03,44,46.58,1,42.97
8555,7050,9028,2024-05-03,17,52.95,0,22.66
8556,2334,6731,2026-05-16,20,36.26,0,16.28
8557,6783,2404,2026-05-08,119,66.64,1,69.8
8558,3464,5150,2026-04-03,120,87.01,1,77.01
8559,8166,9954,2025-08-07,38,90.65,1,78.04
8560,6716,1412,2026-05-27,112,81.8,1,61.18
8561,5661,5185,2023-08-28,76,50.81,0,25.98
8562,3907,5733,2025-09-01,4,2.29,1,23.11
8563,6090,9547,2022-03-23,71,48.94,1,49.12
8564,1642,200,2024-01-06,10,20.29,0,13.18
8565,4378,4507,2026-06-30,65,97.77,1,88.26
8566,5463,3037,2025-11-21,48,42.12,1,52.39
8567,554,4443,2026-06-22,28,17.33,0,6.13
8568,882,9659,2026-06-09,40,25.19,1,30.42
8569,5611,491,2021-06-30,102,58.35,1,46.39
8570,90,5055,2022-09-06,28,50.72,0,38.53
8571,2980,5090,2022-03-08,60,96.66,1,77.63
8572,3680,9148,2026-01-01,34,28.46,0,12.82
8573,7678,5176,2025-05-12,2,4.28,0,5.27
8574,9941,8888,2026-01-06,143,97.08,0,66.77
8575,694,819,2024-04-20,79,66.66,0,48.87
8576,616,3583,2026-05-02,34,96.19,1,86.39
8577,6256,7027,2024-02-05,74,72.73,0,46.76
8578,5501,8365,2026-03-10,26,18.43,0,14.48
8579,9828,6711,2025-02-09,34,25.49,1,30.34
8580,3856,8148,2020-09-10,87,63.92,1,50.89
8581,2484,1236,2026-01-21,62,65.42,0,43.66
8582,1522,7079,2025-02-22,1,2.18,0,0.08
8583,4516,9482,2025-11-06,55,57.97,1,60.1
8584,8221,1808,2026-06-26,90,85.93,0,61.01
8585,1681,8700,2025-01-09,44,84.24,1,79.89
8586,6005,9992,2024-10-07,8,17.83,0,13.79
8587,2478,8979,2026-01-10,34,19.21,0,20.3
8588,6684,5492,2024-06-11,24,31.89,1,45.45
8589,8672,9133,2023-08-06,65,71.55,1,62.09
8590,2257,250,2026-01-18,78,55.81,1,45.37
8591,3825,6144,2024-04-02,6,8.12,0,0
8592,6555,9681,2025-04-16,53,72.51,1,57.89
8593,4060,3996,2024-04-12,43,38.53,1,36.33
8594,6218,5687,2025-12-01,13,8.93,0,12.23
8595,9885,7516,2024-04-24,87,73.39,0,41.05
8596,9306,7052,2026-02-13,20,96.68,1,78.66
8597,4284,542,2024-02-09,35,22.35,1,43.06
8598,9162,90,2026-02-16,8,17.33,1,26.33
8599,8886,1417,2022-04-10,87,53.6,0,29.39
8600,4753,5681,2025-12-07,15,35.75,1,46.86
8601,4519,8640,2026-03-29,4,9.36,1,19.9
8602,879,4184,2026-04-11,48,63.25,0,41.99
8603,5409,4688,2025-11-06,12,41.59,0,20.79
8604,3210,4335,2024-09-16,24,18.34,1,31.6
8605,9766,8919,2022-07-12,151,88.84,1,70.01
8606,8110,22,2025-08-06,77,47.42,0,37.21
8607,3179,5877,2025-11-25,164,91.68,0,49.38
8608,5466,1010,2024-04-06,55,71.85,1,59.11
8609,7156,6391,2025-05-18,79,77.52,0,42.63
8610,6291,5663,2024-01-27,75,73.07,1,62.57
8611,3688,9338,2020-01-29,46,49.14,1,58.09
8612,5413,9747,2025-04-27,31,54.67,1,54.4
8613,5178,4191,2026-05-21,7,3.93,0,1.7
8614,3220,533,2023-07-14,76,45.72,0,32.1
8615,1680,6238,2021-08-13,20,31.62,0,26.02
8616,3869,3128,2024-10-08,80,75.09,0,53.84
8617,6910,2144,2026-04-17,21,98.28,1,76.78
8618,4554,1012,2025-08-07,78,43.82,0,25.07
8619,5367,5126,2025-05-31,97,64.81,1,56.12
8620,6375,9990,2026-02-05,20,22.97,1,35.45
8621,131,9486,2025-12-14,10,9.71,1,33.27
8622,2220,4520,2026-02-19,14,8.43,0,0
8623,1469,2539,2024-02-29,36,48.91,0,24.15
8624,9256,4361,2025-01-05,9,24.72,1,25.68
8625,3010,9777,2025-05-21,56,48.31,1,57.13
8626,8719,1779,2026-03-04,110,97.12,1,84.89
8627,3646,7608,2025-07-16,8,22.71,1,26.74
8628,8265,4584,2026-03-17,11,30.61,1,43.84
8629,2410,4911,2026-01-02,8,34.6,0,18.86
8630,2229,8206,2025-09-01,32,27.42,0,25.75
8631,6031,1786,2025-12-21,33,33.43,0,10.16
8632,1121,6971,2021-10-23,22,30.11,1,28.89
8633,5413,433,2025-10-28,40,36.24,1,34.12
8634,7880,9311,2025-02-28,123,85.95,1,63.28
8635,2232,7659,2026-05-27,130,98.37,1,72.41
8636,3002,6038,2022-09-28,10,8.71,0,0
8637,9288,5102,2026-05-28,28,20.78,1,28.18
8638,4568,3672,2019-03-22,71,56.7,0,25.83
8639,8123,8934,2021-07-15,91,89.25,1,81.74
8640,4069,5177,2025-06-17,119,76.32,1,56.03
8641,8462,2219,2026-04-05,84,85.32,0,60.84
8642,5985,9416,2025-12-27,62,56.77,1,45.97
8643,9061,221,2025-08-02,62,64.09,0,31.08
8644,7437,5358,2021-03-22,97,74.1,1,63.95
8645,1278,2983,2025-07-01,95,85.37,0,57.76
8646,3196,1289,2020-06-20,21,11.64,0,11.63
8647,1980,6018,2024-02-20,132,79.99,1,58.18
8648,7067,9922,2023-09-11,71,86.77,1,62.35
8649,4699,2154,2025-11-30,55,51.57,0,38.13
8650,5088,1696,2025-09-30,153,89.57,1,65.27
8651,7309,8784,2025-05-17,32,91.95,1,73.02
8652,4034,5342,2026-04-19,38,44.32,0,35.69
8653,8250,7722,2019-02-01,32,30.35,0,9.81
8654,4794,2979,2025-09-15,52,48.14,1,49.95
8655,9531,8852,2026-02-24,77,47.6,1,48.31
8656,5506,3500,2021-02-09,112,78.94,1,65.77
8657,2238,6580,2024-02-08,8,9.61,0,0
8658,11,3680,2025-01-02,60,89.95,0,61.85
8659,2482,2269,2025-04-08,94,70.33,1,67.82
8660,4385,8138,2023-05-01,7,34.31,1,31.19
8661,9350,3757,2021-01-07,15,24.02,1,29.82
8662,953,5258,2020-11-23,97,94.32,0,59.49
8663,5882,4244,2026-05-22,37,57.13,1,60.16
8664,1069,2504,2026-01-14,69,46.31,1,43.55
8665,3240,4678,2025-06-06,115,94.1,1,68.64
8666,3285,9481,2025-11-20,26,41.28,0,22.9
8667,8904,2780,2025-07-10,137,91.56,1,79.07
8668,8026,19,2025-08-24,119,82.58,0,41.16
8669,4869,4578,2020-06-12,1,1.44,1,20.71
8670,610,3715,2022-02-17,95,86.39,1,62.66
8671,2302,4537,2025-02-04,55,48.31,0,36.1
8672,7047,3630,2024-10-06,24,67.18,0,46.98
8673,933,2188,2024-11-03,36,52.31,1,54.14
8674,3852,2162,2022-10-02,31,48.08,0,27.81
8675,2968,6889,2022-04-16,26,89.48,1,73.1
8676,1152,8977,2025-05-21,12,44.28,0,26.24
8677,9732,8214,2023-09-14,18,13.03,0,1.88
8678,615,872,2024-05-27,29,62.14,1,64.79
8679,3638,4074,2021-07-03,134,87.47,1,77.21
8680,5675,9700,2020-07-02,125,99.54,1,78.09
8681,7675,6938,2022-07-02,73,91.57,1,69.65
8682,6021,8995,2023-09-29,1,2.85,0,0
8683,7209,381,2026-06-03,104,93.8,0,64.9
8684,790,1234,2025-06-29,90,67.97,0,45.3
8685,5398,2579,2025-11-04,116,73.2,1,68.45
8686,1955,1360,2025-06-19,33,99.18,1,82.6
8687,572,1794,2020-06-16,4,12.2,1,22.06
8688,678,8944,2023-03-21,44,83.71,0,41.35
8689,6335,7704,2024-12-12,7,9.94,0,1.55
8690,6153,33,2022-02-18,88,54.21,1,61.43
8691,9095,3815,2024-07-03,47,75.13,0,54.41
8692,3631,6532,2021-11-26,103,97.7,1,88.28
8693,3537,186,2024-10-20,27,92.67,1,83.03
8694,1724,5782,2025-06-10,110,66.69,1,52.24
8695,6624,4835,2024-08-22,1,3.01,1,14.42
8696,5899,548,2025-08-05,48,54.72,1,49.62
8697,9676,5013,2023-04-13,3,2.18,0,6.31
8698,7689,5258,2025-03-25,79,83.59,1,75.38
8699,538,1596,2026-05-28,2,1.49,0,0
8700,2718,2159,2026-06-21,60,40.85,0,29.88
8701,7004,9154,2026-04-27,98,68.76,1,66.2
8702,5049,4144,2026-01-30,121,71.79,1,67.14
8703,2967,2389,2024-06-07,14,52.85,0,24.07
8704,7423,6706,2025-08-31,35,46.97,0,32.02
8705,148,3509,2026-06-05,50,31.79,0,14.7
8706,9429,7056,2025-11-06,40,37.74,1,47.87
8707,251,3036,2025-08-30,60,74.12,1,73.58
8708,1470,1364,2025-01-27,19,13.52,0,17.6
8709,4860,1666,2026-01-05,18,60.86,1,46.77
8710,1601,3211,2026-02-07,83,72.5,1,60.92
8711,6323,8269,2026-04-23,94,57.29,0,26.53
8712,890,6297,2025-02-03,3,10.53,0,1.82
8713,8681,573,2026-04-09,21,86.16,1,63.27
8714,7614,8935,2020-07-12,20,40.46,0,20.45
8715,6088,8856,2024-08-02,13,45.6,0,29.45
8716,6747,3994,2025-09-01,104,73.25,1,71.07
8717,8384,8717,2023-03-03,21,81.2,1,63.11
8718,5287,8571,2025-07-05,61,61.15,0,38.57
8719,8052,3898,2026-01-28,59,89.53,1,69.4
8720,9036,2219,2025-01-09,11,37.39,0,31.95
8721,2143,1723,2024-05-11,103,82.01,1,67.78
8722,7459,7558,2025-06-24,35,19.9,0,15.01
8723,9969,5497,2024-05-11,2,2.25,0,2.97
8724,6559,8074,2024-12-24,23,19.07,0,13.38
8725,9726,99,2026-06-21,15,49.32,0,32.65
8726,7214,7735,2026-05-07,81,56.66,1,56.04
8727,3822,3980,2021-08-15,76,51.8,0,31.68
8728,6158,7410,2026-03-29,117,88.28,1,71.61
8729,7123,3473,2021-01-16,2,9.08,0,4.62
8730,6678,1261,2026-06-24,26,22.7,1,40.66
8731,1284,3324,2025-01-06,40,29.25,1,39.52
8732,9614,5264,2025-06-24,115,81.93,1,70.16
8733,3937,8289,2026-06-25,26,42.26,0,26.02
8734,5237,8192,2025-12-12,33,22.28,0,15.37
8735,432,3611,2025-09-06,88,58.04,0,29.4
8736,2589,5601,2025-11-30,18,91.41,1,82.29
8737,9297,2070,2024-02-26,58,33.35,1,33.39
8738,7875,2352,2025-12-23,5,6.1,0,8.44
8739,7442,1895,2025-08-04,155,90.24,0,54.19
8740,7917,3708,2024-04-06,26,36.78,1,47.77
8741,6005,7856,2022-02-07,93,58.69,1,45.28
8742,4159,949,2021-12-21,42,27.41,0,18.33
8743,7184,2459,2026-05-20,103,79.75,1,70.34
8744,9006,4153,2025-05-27,46,88.1,0,47.69
8745,2323,924,2026-04-22,20,39.86,0,24.74
8746,6621,299,2021-11-10,112,78.34,0,38.06
8747,3368,1219,2025-02-28,32,41.57,0,28.83
8748,50,4231,2022-12-01,6,5.08,0,0
8749,3359,9466,2026-01-06,32,23.46,0,4.17
8750,5922,7306,2024-09-30,73,55.61,1,44.88
8751,6689,2816,2026-04-25,17,51.46,1,47.07
8752,6695,2909,2020-10-28,3,3.55,0,11.85
8753,8420,9985,2026-06-26,16,28.54,0,18.01
8754,8835,7602,2021-08-26,36,74.18,1,74.06
8755,8727,1705,2025-09-26,56,44.88,0,28.32
8756,4025,618,2024-11-30,2,1.43,0,0
8757,1951,63,2023-07-16,18,15.03,1,24.08
8758,194,6004,2024-05-14,77,54.01,1,43.77
8759,2705,4989,2026-06-16,20,35.32,0,30.24
8760,5198,6849,2024-08-07,114,78.06,0,46.06
8761,3433,6680,2023-12-06,31,49.81,1,50.05
8762,871,90,2021-08-13,77,69.7,0,36.85
8763,3793,4279,2026-06-16,58,53.32,1,47.18
8764,8017,9940,2026-06-30,35,80.08,0,42.2
8765,9742,7339,2021-12-20,11,17.1,0,16.32
8766,1361,1199,2025-11-16,5,10.11,1,17.88
8767,7503,984,2026-05-14,96,54.19,0,41.16
8768,4243,2728,2022-04-11,101,68.59,1,64.11
8769,1795,2404,2025-09-04,56,43.94,1,42.7
8770,8161,863,2025-11-16,67,49.6,0,38.76
8771,6301,6912,2023-12-23,15,38.27,0,17.87
8772,8586,8849,2026-02-17,5,12.03,0,6.22
8773,9308,5947,2026-01-18,92,93.86,1,81.47
8774,2515,7152,2026-05-31,31,61.52,0,37.14
8775,5656,2257,2026-05-11,16,17.86,1,36.73
8776,41,3282,2025-10-25,34,75.88,0,48.47
8777,7240,1066,2024-03-05,70,47.55,1,52.87
8778,6567,9310,2026-06-30,2,1.58,0,0
8779,4098,3234,2022-04-13,7,10.28,0,13.4
8780,7215,762,2026-02-28,61,47.88,0,38.64
8781,1864,9822,2024-04-18,41,43.11,0,16.9
8782,6159,3874,2024-01-25,32,87.64,0,51.34
8783,2994,5763,2025-12-01,29,66.77,0,30.37
8784,5658,7414,2026-01-12,55,65.83,1,63.83
8785,4799,8994,2024-07-29,59,48.7,0,32.45
8786,7858,7190,2025-09-12,96,70.32,1,70.56
8787,7196,2240,2024-10-22,56,51.89,0,30.39
8788,1290,7875,2022-06-07,36,42.16,1,47.92
8789,3234,6717,2025-12-14,128,75.33,1,57.31
8790,1055,2691,2023-12-30,10,8.71,1,27.38
8791,9911,2707,2025-04-25,65,38.47,0,20.36
8792,1936,8255,2026-02-07,18,24.17,0,6.86
8793,4639,5145,2025-10-01,5,13.17,0,9.37
8794,4862,9590,2022-05-16,18,19.85,0,15.76
8795,671,8864,2024-05-07,138,94.51,0,65.86
8796,938,7459,2024-11-30,17,31.5,1,37.89
8797,6005,2319,2024-03-26,13,28.4,0,9.16
8798,1314,6219,2025-02-28,49,75.24,0,42.03
8799,2522,173,2026-04-24,11,9.59,0,15.31
8800,5251,1645,2024-01-22,1,2.66,0,2.64
8801,9288,2829,2024-09-25,5,12.27,0,0
8802,8513,3270,2024-10-04,37,41.28,1,49.33
8803,8910,5517,2025-05-15,4,12.25,0,10.48
8804,4852,1869,2026-05-27,71,60.44,0,37.1
8805,6637,3593,2026-05-31,13,54.53,0,30.36
8806,3115,2951,2025-08-25,8,31.71,0,24.04
8807,706,9242,2023-03-20,1,2.82,0,4.81
8808,6735,4384,2025-03-22,83,46.37,1,53.54
8809,3121,4511,2023-07-06,49,61.51,0,35.49
8810,2325,1823,2025-08-13,28,44.45,0,32.84
8811,6680,4708,2026-01-03,67,77.55,1,62.26
8812,170,449,2023-06-12,28,72.97,0,48.97
8813,5689,1475,2025-10-16,110,63.22,0,44.86
8814,6781,7601,2021-12-16,18,25.01,0,6.75
8815,2555,3395,2026-03-26,28,29.86,0,26.72
8816,3923,7926,2026-06-21,31,84.22,1,78.72
8817,7279,310,2024-07-03,1,1.43,0,9.87
8818,3950,1905,2025-11-16,65,95.33,1,75.24
8819,3500,5950,2026-04-02,111,85.71,1,77.8
8820,6027,7992,2022-09-07,6,10.88,1,27.86
8821,2087,499,2025-11-16,44,94.08,1,82.78
8822,4900,8460,2023-07-06,8,16.2,0,4.83
8823,4311,7958,2020-09-17,6,3.88,0,8.78
8824,1602,7487,2026-04-21,9,9.76,0,0
8825,8751,4606,2025-04-21,28,21.81,1,33.42
8826,5708,7537,2025-10-06,25,86.41,1,62.1
8827,5320,7581,2023-01-03,5,7.5,0,3.75
8828,4551,421,2026-05-15,23,21.84,0,13.61
8829,9064,4245,2022-04-11,46,90.25,1,66.9
8830,694,8501,2026-02-17,4,3.02,0,6.46
8831,1194,4868,2025-01-20,87,51.96,0,30.67
8832,5451,6064,2022-05-25,81,86.21,1,63.49
8833,2419,500,2021-03-12,59,53.77,1,60.66
8834,4554,3801,2026-05-29,29,51.23,0,21.04
8835,7002,8291,2024-07-14,14,14.76,0,6.82
8836,2882,7280,2022-07-10,79,75.18,1,67.93
8837,4792,3050,2023-07-16,120,75.2,1,68.68
8838,6284,1047,2024-08-30,15,40.7,0,30.34
8839,7333,1164,2025-08-08,166,94.95,1,68.37
8840,9844,3883,2025-12-17,23,15.9,0,8.03
8841,4023,8041,2025-06-08,31,89.58,1,70.56
8842,3249,4521,2025-05-11,54,31.29,0,11.47
8843,5343,9810,2024-05-01,160,97.83,0,68.3
8844,957,4124,2020-06-14,1,3.27,0,0.03
8845,5176,9249,2021-11-20,5,4.66,1,13.32
8846,2955,3332,2025-11-09,29,78.49,1,74.68
8847,8901,8661,2023-02-23,77,58.82,1,54.92
8848,6811,1639,2023-05-01,54,85.83,1,74.49
8849,952,2053,2024-12-28,12,8.25,1,34.8
8850,1930,7325,2026-06-11,27,34.33,0,18.03
8851,1366,1733,2026-05-10,52,31.92,0,14.68
8852,3334,1246,2024-04-19,14,65.66,0,48.2
8853,3545,8346,2025-07-03,76,57.24,1,51.14
8854,7614,538,2020-07-05,34,31.28,0,26.87
8855,3004,6469,2026-06-21,35,30.28,0,28.16
8856,2007,906,2021-07-11,20,25.11,1,40.4
8857,8089,2983,2024-05-25,78,75.9,1,60.66
8858,4284,4739,2022-09-28,41,64.64,1,58.85
8859,9125,8789,2025-06-06,25,32.8,0,21.94
8860,9595,261,2025-12-19,41,41.08,0,17.1
8861,195,3103,2026-03-15,29,84.42,1,71.14
8862,9918,977,2026-04-17,12,20.12,1,24.9
8863,2401,2897,2025-03-02,23,21.74,1,31.11
8864,8851,8844,2024-02-26,23,40.35,1,45.26
8865,6019,1468,2022-11-13,41,46.06,1,46.52
8866,542,9613,2025-08-09,10,13.44,0,12.21
8867,5787,747,2026-01-12,39,52.38,1,56.28
8868,1440,2070,2025-05-15,34,63.73,1,61.77
8869,5147,7935,2026-01-18,8,39.17,0,28.2
8870,2865,6358,2025-05-01,152,94.32,1,82.89
8871,4288,8053,2025-12-24,4,7.76,0,12.48
8872,8723,9251,2021-05-11,136,85.45,0,51.11
8873,9003,5230,2024-09-22,22,74.42,1,68.4
8874,4652,8708,2024-10-04,145,80.31,1,61.39
8875,2376,4468,2026-01-17,150,83.25,1,61.37
8876,1602,6918,2026-06-13,4,11.03,0,6.14
8877,586,7891,2026-03-21,92,87.74,0,44.54
8878,3552,2149,2025-01-23,54,38.32,0,31.25
8879,3297,7347,2026-06-27,133,74.52,1,69.99
8880,4485,6590,2026-02-21,10,45.62,1,50.51
8881,1990,7622,2024-08-02,65,50.7,1,42.18
8882,7195,784,2023-01-23,27,26.06,0,25.58
8883,469,4873,2024-07-16,20,63.16,1,60.23
8884,3635,2774,2026-05-29,107,59.99,0,44.55
8885,1555,9354,2022-07-16,59,41.07,1,46.88
8886,1264,8036,2024-10-29,85,62.8,0,37.17
8887,1996,4550,2021-06-03,80,58.24,1,46.4
8888,2807,9429,2026-06-01,65,56.99,0,39.86
8889,9799,5660,2025-05-03,15,16.62,0,1.5
8890,3393,9418,2024-10-07,24,53.18,1,42.4
8891,3804,8570,2026-01-25,113,75.12,1,61.67
8892,8004,5591,2025-03-21,46,55.92,0,26.22
8893,6197,195,2025-07-31,83,88.81,1,82.45
8894,7765,3009,2024-08-13,29,93.68,1,69.92
8895,8984,5214,2025-07-01,103,99.29,0,66.17
8896,6505,6084,2023-11-07,119,75.69,1,63.02
8897,4923,7190,2021-06-17,4,5.1,0,10.71
8898,74,4140,2026-03-15,12,11.18,1,21.36
8899,4657,2628,2025-09-16,35,21.47,1,37.68
8900,1531,7660,2024-12-25,59,84.23,1,62.47
8901,3669,6782,2025-09-25,78,55.27,0,42.34
8902,1826,9238,2024-06-01,56,75.11,1,62.96
8903,3826,7439,2024-06-05,72,87.71,1,74.24
8904,7849,7173,2025-03-06,22,85.52,1,64.76
8905,8768,9512,2024-06-02,42,25.66,1,29.67
8906,821,3357,2021-12-03,108,69.8,0,42.4
8907,2692,7551,2025-07-25,4,7.59,0,0
8908,7150,1293,2023-08-21,21,28.92,0,17.07
8909,2822,9060,2020-05-12,117,65.06,1,64.76
8910,9104,20,2024-11-04,46,58.64,1,54.75
8911,4897,3067,2025-09-01,17,19.19,1,25.58
8912,306,5332,2022-04-09,20,27.64,0,17.4
8913,8259,5016,2025-05-15,134,95.98,1,71.69
8914,8869,3603,2025-12-22,39,47.8,1,51.04
8915,2003,6207,2026-06-14,23,16.01,0,13.6
8916,307,7790,2025-07-10,78,54.73,1,54.85
8917,8423,8622,2024-03-09,5,9.43,0,0
8918,8367,7886,2021-05-26,73,59.75,1,54.56
8919,4719,8882,2024-02-29,133,75.57,1,69.2
8920,3115,5495,2024-03-07,27,82.84,0,41.79
8921,5041,7619,2025-04-18,35,88.68,1,81.93
8922,4229,629,2026-04-05,64,42.9,1,47.24
8923,4512,7452,2026-01-31,90,66.3,0,34.3
8924,6728,2232,2024-10-16,122,74.19,1,64.16
8925,7641,2181,2025-12-02,15,51.74,0,23.81
8926,3556,4555,2026-05-05,113,92.98,1,76.18
8927,9558,4020,2025-01-22,14,11.3,1,21.61
8928,4832,7563,2025-07-13,5,4.78,0,4.19
8929,5277,7462,2024-04-23,73,81.21,1,75.19
8930,205,4830,2026-05-26,92,69.97,0,50.25
8931,5568,8668,2021-11-28,101,82.34,1,69.47
8932,5419,7878,2026-04-28,73,68.58,1,59.28
8933,7707,1010,2023-07-11,26,52.24,1,59.97
8934,8516,5513,2024-05-23,130,93.57,1,83.65
8935,4678,3586,2022-11-13,102,76.93,1,58.83
8936,1446,1434,2023-11-24,10,16.25,0,19
8937,1195,5039,2026-01-07,9,23.47,0,13.17
8938,1524,8199,2022-05-04,5,10.25,1,25.9
8939,240,7119,2023-10-15,30,19.97,0,3.82
8940,4432,1280,2025-12-24,96,78.23,0,50.68
8941,7521,7894,2023-11-04,35,36.18,0,12.2
8942,3532,6235,2020-11-12,19,92.74,1,66.12
8943,9246,6826,2024-08-29,12,9.91,0,5.37
8944,5416,5014,2025-06-12,21,20.34,0,9.96
8945,6290,4629,2023-10-24,87,82.85,1,63.17
8946,9987,259,2023-08-19,4,19.86,0,10.72
8947,5206,7832,2024-01-15,60,70.05,1,70.69
8948,9465,1166,2025-05-17,5,3.85,0,0
8949,2775,2856,2023-12-01,39,98.29,1,79.51
8950,9259,1940,2024-05-11,37,92.49,0,45.94
8951,9766,4951,2024-04-03,108,77.85,1,74.38
8952,8384,2221,2026-01-04,15,20.64,0,20.28
8953,1312,4286,2022-10-03,72,52.05,1,42.36
8954,8358,3157,2025-09-30,81,45.56,1,49.2
8955,3699,3149,2020-11-14,116,73.9,1,62.77
8956,8415,1256,2021-05-07,53,86.29,1,64.11
8957,8257,9508,2025-10-11,24,60.37,1,63.46
8958,3376,4126,2023-06-29,60,44.59,1,51.46
8959,8515,6628,2022-04-26,17,15.45,0,0.23
8960,8778,5815,2023-12-01,12,11.44,0,13.85
8961,3765,2290,2023-12-01,44,51.36,0,33.73
8962,7768,7088,2026-03-07,114,76.27,0,54.94
8963,3131,28,2026-02-09,33,43.45,1,46.34
8964,9090,6619,2026-05-22,35,24.34,0,17.43
8965,4476,7382,2025-08-11,20,82.12,0,55.19
8966,7550,5111,2026-06-24,14,36.75,1,36.72
8967,5793,8902,2025-12-10,128,74.07,0,37.46
8968,132,6842,2022-01-16,58,91.39,0,48.42
8969,7966,2907,2022-08-16,47,49.62,0,34.07
8970,7744,8092,2020-07-14,54,39.96,1,35.65
8971,4520,3189,2024-07-05,143,79.6,1,65.6
8972,5791,349,2024-08-20,4,6.56,1,32.21
8973,3586,6569,2026-01-18,92,65.43,1,67.81
8974,603,7315,2024-03-28,40,86.46,0,47.2
8975,1932,8367,2023-04-11,26,74.26,1,65.57
8976,2483,6762,2026-06-17,83,77.18,0,39.83
8977,499,2730,2025-01-27,88,52.37,1,56.35
8978,5572,6641,2022-07-17,51,58.73,1,49.17
8979,4716,8940,2022-04-08,93,96.95,1,81.14
8980,8517,9681,2020-03-29,34,25.05,1,31.04
8981,1564,3455,2025-09-23,42,35.84,1,43.93
8982,8846,4199,2026-03-05,31,30.18,1,29.09
8983,6225,3611,2024-05-09,88,68.1,1,57.52
